form	source_path	source_ref	heading	category	sort_key	context	note
schulder	Germanic/docs/lexeme_reports/model_entries/2183-shoulder-sċuldrum.model.md	Germanic/docs/lexeme_reports/model_entries/2183-shoulder-sċuldrum.model.md:21	### Reconstruction and comparative evidence	likely_ohg	schulder	The handbooks do not agree on the reconstruction of the Germanic word. Orel gives **`*skuldr(j)ō`**, a feminine ō-/jō-stem, and explicitly notes that Old Englis	
*sċilleng	Germanic/docs/lexeme_reports/model_entries/2181-shilling-sċilling.model.md	Germanic/docs/lexeme_reports/model_entries/2181-shilling-sċilling.model.md:29	### Development to Old English	likely_oe	scilleng	From `*skíllingaz`, loss of final `-az` yields `*skílling`. Old English palatalization of initial `sk` before front vocalism then gives `sċilling`. The note mat	
*sċilling	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md:2506	## SC075. Preservation of medial unstressed \emph{*i} before \emph{*ng} (`OEMedUnstressedILowering`) {#rule-OEMedUnstressedILowering}	likely_pgmc	scilling	Its earlier boundary is the reciprocal side of the [SC074 OEMedUnstressedILowering1](#rule-OEMedUnstressedILowering1) relation. If the rule is moved before [SC0	
scilling	Germanic/docs/lexeme_reports/model_entries/2181-shilling-sċilling.model.md	Germanic/docs/lexeme_reports/model_entries/2181-shilling-sċilling.model.md:21	### Reconstruction and comparative evidence	likely_oe	scilling	Kroonen treats the cognate set under `*skellinga- ~ *skillinga-` and connects it with `*skeld-linga-`, while Orel likewise gives the coin word with OE `scilling	
scilling	Germanic/docs/lexeme_reports/model_entries/2181-shilling-sċilling.model.md	Germanic/docs/lexeme_reports/model_entries/2181-shilling-sċilling.model.md:25	### Old English evidence	likely_oe	scilling	Clark Hall records `scilling`, and Campbell cites `scilling` among nouns whose derivational `-ing` keeps `i` in unstressed syllables [@ClarkHall1960; @Campbell1	
sċoldor	Germanic/docs/assembly/capr_book_intro_alpha_01.md	Germanic/docs/assembly/capr_book_intro_alpha_01.md:105	## The role of failure	likely_oe	scoldor	A failed derivation is often more informative than a successful one. If the system derives \emph{dæg} from the selected input by the expected sequence, the entr	
scouwōn	Germanic/docs/lexeme_reports/model_entries/2317-show-(iptv.2sg)-sċēawa.model.md	Germanic/docs/lexeme_reports/model_entries/2317-show-(iptv.2sg)-sċēawa.model.md:22	### Reconstruction and comparative evidence	likely_ohg	scouwon	Orel reconstructs the verb as `*skawōjanan` and cites Old English `sceáwian` beside Old Frisian `skawia`, Old Saxon `skawōn`, and Old High German `scouwōn` [@Or	
scouwōn	Germanic/docs/lexeme_reports/model_entries/2318-show-(3sg)-sċēawaþ.model.md	Germanic/docs/lexeme_reports/model_entries/2318-show-(3sg)-sċēawaþ.model.md:22	### Reconstruction and comparative evidence	likely_ohg	scouwon	Orel reconstructs the verb as `*skawōjanan` and cites Old English `sceáwian` beside Old Frisian `skawia`, Old Saxon `skawōn`, and Old High German `scouwōn` [@Or	
sculdor	Germanic/docs/assembly/capr_book_intro_alpha_01.md	Germanic/docs/assembly/capr_book_intro_alpha_01.md:97	## The lexical entries	likely_oe	sculdor	The model entry for \emph{shoulder} shows why this structure is needed. The ordinary Old English headword is \emph{sculdor}, but the relevant comparison form fo	
sculdor	Germanic/docs/lexeme_reports/model_entries/2183-shoulder-sċuldrum.model.md	Germanic/docs/lexeme_reports/model_entries/2183-shoulder-sċuldrum.model.md:21	### Reconstruction and comparative evidence	likely_ohg	sculdor	The handbooks do not agree on the reconstruction of the Germanic word. Orel gives **`*skuldr(j)ō`**, a feminine ō-/jō-stem, and explicitly notes that Old Englis	
sculdor	Germanic/docs/lexeme_reports/model_entries/2183-shoulder-sċuldrum.model.md	Germanic/docs/lexeme_reports/model_entries/2183-shoulder-sċuldrum.model.md:29	### Old English evidence	likely_oe	sculdor	The ordinary Old English headword is **`sculdor`**. Clark Hall lemmatizes `sculdor` as the normal dictionary form [@ClarkHall1960, 257]. Bosworth-Toller also pr	
sculdor	Germanic/docs/lexeme_reports/model_entries/2183-shoulder-sċuldrum.model.md	Germanic/docs/lexeme_reports/model_entries/2183-shoulder-sċuldrum.model.md:31	### Old English evidence	likely_oe	sculdor	Bosworth-Toller's Supplement records a weak-feminine **`sculdra, an`** [@BosworthToller1898, 699], so `sculdra` belongs to the Old English record beside the str	
sculdra	Germanic/docs/lexeme_reports/model_entries/2183-shoulder-sċuldrum.model.md	Germanic/docs/lexeme_reports/model_entries/2183-shoulder-sċuldrum.model.md:31	### Old English evidence	likely_oe	sculdra	Bosworth-Toller's Supplement records a weak-feminine **`sculdra, an`** [@BosworthToller1898, 699], so `sculdra` belongs to the Old English record beside the str	
*sċuldrum	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md:93	## SC005. Unstressed \emph{*a}-raising before final \emph{*m} (`NWGmcAToUBeforeM`) {#rule-NWGmcAToUBeforeM}	likely_pgmc	sculdrum	Its chronology is useful but one-sided. If the rule is moved earlier within the tested range, no checked form yields a form different from the expected one. If 	
sculdrum	Germanic/docs/lexeme_reports/model_entries/2183-shoulder-sċuldrum.model.md	Germanic/docs/lexeme_reports/model_entries/2183-shoulder-sċuldrum.model.md:29	### Old English evidence	likely_oe	sculdrum	The ordinary Old English headword is **`sculdor`**. Clark Hall lemmatizes `sculdor` as the normal dictionary form [@ClarkHall1960, 257]. Bosworth-Toller also pr	
sculdrum	Germanic/docs/lexeme_reports/model_entries/2183-shoulder-sċuldrum.model.md	Germanic/docs/lexeme_reports/model_entries/2183-shoulder-sċuldrum.model.md:52	### Paradigm comparison	likely_oe	sculdrum	The dative plural line is decisive because it matches both the output and the paradigm cell of Old English `sculdrum`. Singular-oriented candidates either lower	
scyldrum	Germanic/docs/lexeme_reports/model_entries/2183-shoulder-sċuldrum.model.md	Germanic/docs/lexeme_reports/model_entries/2183-shoulder-sċuldrum.model.md:31	### Old English evidence	likely_oe	scyldrum	Bosworth-Toller's Supplement records a weak-feminine **`sculdra, an`** [@BosworthToller1898, 699], so `sculdra` belongs to the Old English record beside the str	
shoulder	Germanic/docs/assembly/capr_book_intro_alpha_01.md	Germanic/docs/assembly/capr_book_intro_alpha_01.md:97	## The lexical entries	likely_oe	shoulder	The model entry for \emph{shoulder} shows why this structure is needed. The ordinary Old English headword is \emph{sculdor}, but the relevant comparison form fo	
shoulder	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md:91	## SC005. Unstressed \emph{*a}-raising before final \emph{*m} (`NWGmcAToUBeforeM`) {#rule-NWGmcAToUBeforeM}	likely_oe	shoulder	In prose, the rule raises unstressed noninitial \emph{*a} before final \emph{*m} in ending material. It preserves a narrow morphophonological step that remains 	
*sib-iz	Germanic/docs/lexeme_reports/model_entries/2189-sieve-sife.model.md	Germanic/docs/lexeme_reports/model_entries/2189-sieve-sife.model.md:24	### Reconstruction and comparative evidence	likely_pgmc	sibiz	`*sib-iz`, but the selected input is the normalized i-stem form `*síbi`.	
*sib-iz	Germanic/docs/lexeme_reports/model_entries/2189-sieve-sife.model.md	Germanic/docs/lexeme_reports/model_entries/2189-sieve-sife.model.md:43	### Development to Old English	likely_pgmc	sibiz	lowers to `e`. The older s-stem background `*sib-iz` explains the morphology,	
*singwan	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md:1522	## Historical discussion of early \emph{*w}-loss before umlaut	likely_pgmc	singwan	clear when they derive PGmc \emph{*singwan} to Old English *singan* ‘sing’	
skawia	Germanic/docs/lexeme_reports/model_entries/2317-show-(iptv.2sg)-sċēawa.model.md	Germanic/docs/lexeme_reports/model_entries/2317-show-(iptv.2sg)-sċēawa.model.md:22	### Reconstruction and comparative evidence	likely_ohg	skawia	Orel reconstructs the verb as `*skawōjanan` and cites Old English `sceáwian` beside Old Frisian `skawia`, Old Saxon `skawōn`, and Old High German `scouwōn` [@Or	
skawia	Germanic/docs/lexeme_reports/model_entries/2318-show-(3sg)-sċēawaþ.model.md	Germanic/docs/lexeme_reports/model_entries/2318-show-(3sg)-sċēawaþ.model.md:22	### Reconstruction and comparative evidence	likely_ohg	skawia	Orel reconstructs the verb as `*skawōjanan` and cites Old English `sceáwian` beside Old Frisian `skawia`, Old Saxon `skawōn`, and Old High German `scouwōn` [@Or	
*skawōjanan	Germanic/docs/lexeme_reports/model_entries/2317-show-(iptv.2sg)-sċēawa.model.md	Germanic/docs/lexeme_reports/model_entries/2317-show-(iptv.2sg)-sċēawa.model.md:22	### Reconstruction and comparative evidence	likely_ohg	skawojanan	Orel reconstructs the verb as `*skawōjanan` and cites Old English `sceáwian` beside Old Frisian `skawia`, Old Saxon `skawōn`, and Old High German `scouwōn` [@Or	
*skawōjanan	Germanic/docs/lexeme_reports/model_entries/2318-show-(3sg)-sċēawaþ.model.md	Germanic/docs/lexeme_reports/model_entries/2318-show-(3sg)-sċēawaþ.model.md:22	### Reconstruction and comparative evidence	likely_ohg	skawojanan	Orel reconstructs the verb as `*skawōjanan` and cites Old English `sceáwian` beside Old Frisian `skawia`, Old Saxon `skawōn`, and Old High German `scouwōn` [@Or	
skawōn	Germanic/docs/lexeme_reports/model_entries/2317-show-(iptv.2sg)-sċēawa.model.md	Germanic/docs/lexeme_reports/model_entries/2317-show-(iptv.2sg)-sċēawa.model.md:22	### Reconstruction and comparative evidence	likely_ohg	skawon	Orel reconstructs the verb as `*skawōjanan` and cites Old English `sceáwian` beside Old Frisian `skawia`, Old Saxon `skawōn`, and Old High German `scouwōn` [@Or	
skawōn	Germanic/docs/lexeme_reports/model_entries/2318-show-(3sg)-sċēawaþ.model.md	Germanic/docs/lexeme_reports/model_entries/2318-show-(3sg)-sċēawaþ.model.md:22	### Reconstruction and comparative evidence	likely_ohg	skawon	Orel reconstructs the verb as `*skawōjanan` and cites Old English `sceáwian` beside Old Frisian `skawia`, Old Saxon `skawōn`, and Old High German `scouwōn` [@Or	
skulder	Germanic/docs/lexeme_reports/model_entries/2183-shoulder-sċuldrum.model.md	Germanic/docs/lexeme_reports/model_entries/2183-shoulder-sċuldrum.model.md:21	### Reconstruction and comparative evidence	likely_ohg	skulder	The handbooks do not agree on the reconstruction of the Germanic word. Orel gives **`*skuldr(j)ō`**, a feminine ō-/jō-stem, and explicitly notes that Old Englis	
*skuldru	Germanic/docs/lexeme_reports/model_entries/2183-shoulder-sċuldrum.model.md	Germanic/docs/lexeme_reports/model_entries/2183-shoulder-sċuldrum.model.md:21	### Reconstruction and comparative evidence	likely_ohg	skuldru	The handbooks do not agree on the reconstruction of the Germanic word. Orel gives **`*skuldr(j)ō`**, a feminine ō-/jō-stem, and explicitly notes that Old Englis	
slǣp	Germanic/docs/lexeme_reports/model_entries/2196-sleep-slǣpan.model.md	Germanic/docs/lexeme_reports/model_entries/2196-sleep-slǣpan.model.md:25	### Old English evidence	likely_oe	slaep	Clark Hall gives `slæpan` with preterite `slēp, slēap`, and Bright likewise lists `slæpan (slāpan), slēp slēpon slēpen` [@ClarkHall1960; @BrightCassidyRingler19	
slǣp	Germanic/docs/lexeme_reports/model_entries/2196-sleep-slǣpan.model.md	Germanic/docs/lexeme_reports/model_entries/2196-sleep-slǣpan.model.md:33	### Form note	likely_oe	slaep	The note concerns lemma type rather than a special derivational problem: this row represents the verb `slǣpan`, whereas `slǣp` belongs to noun or lookup backgro	
slæpan	Germanic/docs/lexeme_reports/model_entries/2196-sleep-slǣpan.model.md	Germanic/docs/lexeme_reports/model_entries/2196-sleep-slǣpan.model.md:25	### Old English evidence	likely_oe	slaepan	Clark Hall gives `slæpan` with preterite `slēp, slēap`, and Bright likewise lists `slæpan (slāpan), slēp slēpon slēpen` [@ClarkHall1960; @BrightCassidyRingler19	
slēpan	Germanic/docs/lexeme_reports/model_entries/2196-sleep-slǣpan.model.md	Germanic/docs/lexeme_reports/model_entries/2196-sleep-slǣpan.model.md:29	### Development to Old English	likely_oe	slepan	From `*slḗpaną`, Northwest Germanic lowering gives `*slǣpaną`. The later OE tail developments then yield `slǣpan` regularly. Brunner and Bülbring show that the 	
smirian	Germanic/docs/lexeme_reports/model_entries/2198-smear-smierwan.model.md	Germanic/docs/lexeme_reports/model_entries/2198-smear-smierwan.model.md:25	### Old English evidence	likely_oe	smirian	The target represented here is the West Saxon citation form `smierwan`. Campbell's Anglian discussion explains the contrasting `smirwan`, and Clark Hall, Brunne	
smirian	Germanic/docs/lexeme_reports/model_entries/2198-smear-smierwan.model.md	Germanic/docs/lexeme_reports/model_entries/2198-smear-smierwan.model.md:33	### Dialect note	likely_oe	smirian	The entry therefore represents the West Saxon member of a broader OE family: `smierwan` in West Saxon, `smirwan` in Anglian or Mercian, and related later class-	
smiriga	Germanic/docs/lexeme_reports/model_entries/2198-smear-smierwan.model.md	Germanic/docs/lexeme_reports/model_entries/2198-smear-smierwan.model.md:21	### Reconstruction and comparative evidence	likely_pgmc	smiriga	Kroonen gives the comparative headword as `*smerwjan-` [@Kroonen2013]. Ringe and Taylor instead cite a later-stage `*smirwijana`, from which they derive West Sa	
smirwan	Germanic/docs/lexeme_reports/model_entries/2198-smear-smierwan.model.md	Germanic/docs/lexeme_reports/model_entries/2198-smear-smierwan.model.md:21	### Reconstruction and comparative evidence	likely_pgmc	smirwan	Kroonen gives the comparative headword as `*smerwjan-` [@Kroonen2013]. Ringe and Taylor instead cite a later-stage `*smirwijana`, from which they derive West Sa	
smirwan	Germanic/docs/lexeme_reports/model_entries/2198-smear-smierwan.model.md	Germanic/docs/lexeme_reports/model_entries/2198-smear-smierwan.model.md:25	### Old English evidence	likely_oe	smirwan	The target represented here is the West Saxon citation form `smierwan`. Campbell's Anglian discussion explains the contrasting `smirwan`, and Clark Hall, Brunne	
smirwan	Germanic/docs/lexeme_reports/model_entries/2198-smear-smierwan.model.md	Germanic/docs/lexeme_reports/model_entries/2198-smear-smierwan.model.md:29	### Development to Old English	likely_false_positive	smirwan	From `*smérwijaną`, breaking before `r + consonant` yields `eo`, and later i-umlaut produces `ie`. The result is West Saxon `smierwan`. Anglian `smirwan` reflec	
smirwan	Germanic/docs/lexeme_reports/model_entries/2198-smear-smierwan.model.md	Germanic/docs/lexeme_reports/model_entries/2198-smear-smierwan.model.md:33	### Dialect note	likely_oe	smirwan	The entry therefore represents the West Saxon member of a broader OE family: `smierwan` in West Saxon, `smirwan` in Anglian or Mercian, and related later class-	
*smirwijana	Germanic/docs/lexeme_reports/model_entries/2198-smear-smierwan.model.md	Germanic/docs/lexeme_reports/model_entries/2198-smear-smierwan.model.md:21	### Reconstruction and comparative evidence	likely_pgmc	smirwijana	Kroonen gives the comparative headword as `*smerwjan-` [@Kroonen2013]. Ringe and Taylor instead cite a later-stage `*smirwijana`, from which they derive West Sa	
