entry	class_bucket	source_key	current_citation	surrounding_claim	source_layer	candidate_locator	locator_basis	action	file_changed	note
wax — OE weaxan	regular	BrightCassidyRingler1971	[@ClarkHall1960; @BrightCassidyRingler1971]	Kroonen cites the verb as _\*wahs(j)an-_, Orel as _\*waxsanan_, and Ringe and Taylor discuss the prehistory of Old English _weaxan_ within the same verbal family [@Kroonen2013; @Orel2003, 478; @RingeTaylor2014]. Clark Hall gives _weaxan_ as the verb headword and separately records bare _wax_ as a preterite form; Bright likewise treats _weaxan_ as the infinitive [@ClarkHall1960; @BrightCassidyRingler1971]. From _\*wáxsaną_, brightening and breaking yield _weax-_, and the infinitive develops regularly to _weaxan_. The selected form is the infinitive _weaxan_. Noun _weax_ and preterite wax/_wēox_ belong to different lexical or paradigm slots.	regular book-prose overlay		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=3065
way — OE weġ	regular	Kroonen2013	[@Kroonen2013]	Kroonen cites the noun as _\*wega-_ 'way, road', while the selected derivational form here is nominative-singular _\*wégaz_ [@Kroonen2013]. Campbell, Hogg, and Ringe and Taylor use the same word as the standard contrast between singular palatal _weġ_ and inflected _wegas/wegum_ [@Campbell1959; @Hogg1992; @RingeTaylor2014, 341]. The Old English singular is the ordinary noun _weg_, here normalized as _weġ_ to show the palatal final. From _\*wégaz_, final _\*z_ is lost and the weak tail apocopates, leaving word-final _\*g_ after a front vowel.	regular book-prose overlay		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=3110
way — OE weġ	regular	Campbell1959	[@Campbell1959; @Hogg1992; @RingeTaylor2014, 341]	Kroonen cites the noun as _\*wega-_ 'way, road', while the selected derivational form here is nominative-singular _\*wégaz_ [@Kroonen2013]. Campbell, Hogg, and Ringe and Taylor use the same word as the standard contrast between singular palatal _weġ_ and inflected _wegas/wegum_ [@Campbell1959; @Hogg1992; @RingeTaylor2014, 341]. The Old English singular is the ordinary noun _weg_, here normalized as _weġ_ to show the palatal final. From _\*wégaz_, final _\*z_ is lost and the weak tail apocopates, leaving word-final _\*g_ after a front vowel.	regular book-prose overlay		left broad this pass; conditional source not re-verified here unless the target claim was safely anchored	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=conditional; line=3110
way — OE weġ	regular	Hogg1992	[@Campbell1959; @Hogg1992; @RingeTaylor2014, 341]	Kroonen cites the noun as _\*wega-_ 'way, road', while the selected derivational form here is nominative-singular _\*wégaz_ [@Kroonen2013]. Campbell, Hogg, and Ringe and Taylor use the same word as the standard contrast between singular palatal _weġ_ and inflected _wegas/wegum_ [@Campbell1959; @Hogg1992; @RingeTaylor2014, 341]. The Old English singular is the ordinary noun _weg_, here normalized as _weġ_ to show the palatal final. From _\*wégaz_, final _\*z_ is lost and the weak tail apocopates, leaving word-final _\*g_ after a front vowel.	regular book-prose overlay		left broad; outside the targeted high-yield cleanup set	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=unresolved; line=3110
will — OE willa	regular	Kroonen2013	[@Kroonen2013; @Orel2003; @KlugeSeebold2011]	Kroonen separates noun _\*weljan-_ 2 'will, wish' from verb _\*weljan-_ 1 'to want', while Orel and Kluge represent the noun as _\*weljōn_ [@Kroonen2013; @Orel2003; @KlugeSeebold2011]. The selected derivational form _\*wéljô_ is the noun-side input used for this row. Clark Hall lemmatizes noun _willa m._ separately from verb _willan_ [@ClarkHall1960, 368]. From _\*wéljô_, j-gemination yields a heavy stem, i-umlaut gives _will-_, and later shortening plus j-loss produce _willa_. The selected form is the noun _willa_ 'will, wish'. Related verb _willan_ belongs to a separate lexeme and should not be substituted for the noun row [@Kroonen2013; @ClarkHall1960, 368].	regular book-prose overlay		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=3204
will — OE willa	regular	Orel2003	[@Kroonen2013; @Orel2003; @KlugeSeebold2011]	Kroonen separates noun _\*weljan-_ 2 'will, wish' from verb _\*weljan-_ 1 'to want', while Orel and Kluge represent the noun as _\*weljōn_ [@Kroonen2013; @Orel2003; @KlugeSeebold2011]. The selected derivational form _\*wéljô_ is the noun-side input used for this row. Clark Hall lemmatizes noun _willa m._ separately from verb _willan_ [@ClarkHall1960, 368]. From _\*wéljô_, j-gemination yields a heavy stem, i-umlaut gives _will-_, and later shortening plus j-loss produce _willa_. The selected form is the noun _willa_ 'will, wish'. Related verb _willan_ belongs to a separate lexeme and should not be substituted for the noun row [@Kroonen2013; @ClarkHall1960, 368].	regular book-prose overlay		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=3204
will — OE willa	regular	KlugeSeebold2011	[@Kroonen2013; @Orel2003; @KlugeSeebold2011]	Kroonen separates noun _\*weljan-_ 2 'will, wish' from verb _\*weljan-_ 1 'to want', while Orel and Kluge represent the noun as _\*weljōn_ [@Kroonen2013; @Orel2003; @KlugeSeebold2011]. The selected derivational form _\*wéljô_ is the noun-side input used for this row. Clark Hall lemmatizes noun _willa m._ separately from verb _willan_ [@ClarkHall1960, 368]. From _\*wéljô_, j-gemination yields a heavy stem, i-umlaut gives _will-_, and later shortening plus j-loss produce _willa_. The selected form is the noun _willa_ 'will, wish'. Related verb _willan_ belongs to a separate lexeme and should not be substituted for the noun row [@Kroonen2013; @ClarkHall1960, 368].	regular book-prose overlay		left broad; source remains quarantined pending better page evidence	left_broad		same_source_has_locator_elsewhere_in_volume=no; prior_classification=quarantined; line=3204
will — OE willa	regular	Kroonen2013	[@Kroonen2013; @ClarkHall1960, 368]	Kroonen separates noun _\*weljan-_ 2 'will, wish' from verb _\*weljan-_ 1 'to want', while Orel and Kluge represent the noun as _\*weljōn_ [@Kroonen2013; @Orel2003; @KlugeSeebold2011]. The selected derivational form _\*wéljô_ is the noun-side input used for this row. Clark Hall lemmatizes noun _willa m._ separately from verb _willan_ [@ClarkHall1960, 368]. From _\*wéljô_, j-gemination yields a heavy stem, i-umlaut gives _will-_, and later shortening plus j-loss produce _willa_. The selected form is the noun _willa_ 'will, wish'. Related verb _willan_ belongs to a separate lexeme and should not be substituted for the noun row [@Kroonen2013; @ClarkHall1960, 368].	regular book-prose overlay		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=3204
wind — OE windan	regular	Kroonen2013	[@Kroonen2013]	Kroonen distinguishes noun _\*winda-_ from verb _\*windan-_, and the present row belongs to the verb [@Kroonen2013]. Later handbook discussion keeps the dental original from PIE _\*wendh-_, not a Verner alternant [@Fulk2018; @RingeTaylor2014]. Clark Hall and Bosworth-Toller record _windan_ as the verb headword [@ClarkHall1960; @BosworthToller1898, 101]. The selected input _\*wíndaną_ yields the regular infinitive _windan_ by ordinary heavy-syllable apocope and weak-tail reduction. English *wind* also names the noun. This row targets the class-III verb, not the noun [@Kroonen2013; @ClarkHall1960].	regular book-prose overlay		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=3248
wind — OE windan	regular	Fulk2018	[@Fulk2018; @RingeTaylor2014]	Kroonen distinguishes noun _\*winda-_ from verb _\*windan-_, and the present row belongs to the verb [@Kroonen2013]. Later handbook discussion keeps the dental original from PIE _\*wendh-_, not a Verner alternant [@Fulk2018; @RingeTaylor2014]. Clark Hall and Bosworth-Toller record _windan_ as the verb headword [@ClarkHall1960; @BosworthToller1898, 101]. The selected input _\*wíndaną_ yields the regular infinitive _windan_ by ordinary heavy-syllable apocope and weak-tail reduction. English *wind* also names the noun. This row targets the class-III verb, not the noun [@Kroonen2013; @ClarkHall1960].	regular book-prose overlay		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=3248
wind — OE windan	regular	RingeTaylor2014	[@Fulk2018; @RingeTaylor2014]	Kroonen distinguishes noun _\*winda-_ from verb _\*windan-_, and the present row belongs to the verb [@Kroonen2013]. Later handbook discussion keeps the dental original from PIE _\*wendh-_, not a Verner alternant [@Fulk2018; @RingeTaylor2014]. Clark Hall and Bosworth-Toller record _windan_ as the verb headword [@ClarkHall1960; @BosworthToller1898, 101]. The selected input _\*wíndaną_ yields the regular infinitive _windan_ by ordinary heavy-syllable apocope and weak-tail reduction. English *wind* also names the noun. This row targets the class-III verb, not the noun [@Kroonen2013; @ClarkHall1960].	regular book-prose overlay		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=3248
wind — OE windan	regular	ClarkHall1960	[@ClarkHall1960; @BosworthToller1898, 101]	Kroonen distinguishes noun _\*winda-_ from verb _\*windan-_, and the present row belongs to the verb [@Kroonen2013]. Later handbook discussion keeps the dental original from PIE _\*wendh-_, not a Verner alternant [@Fulk2018; @RingeTaylor2014]. Clark Hall and Bosworth-Toller record _windan_ as the verb headword [@ClarkHall1960; @BosworthToller1898, 101]. The selected input _\*wíndaną_ yields the regular infinitive _windan_ by ordinary heavy-syllable apocope and weak-tail reduction. English *wind* also names the noun. This row targets the class-III verb, not the noun [@Kroonen2013; @ClarkHall1960].	regular book-prose overlay		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=3248
wind — OE windan	regular	Kroonen2013	[@Kroonen2013; @ClarkHall1960]	Kroonen distinguishes noun _\*winda-_ from verb _\*windan-_, and the present row belongs to the verb [@Kroonen2013]. Later handbook discussion keeps the dental original from PIE _\*wendh-_, not a Verner alternant [@Fulk2018; @RingeTaylor2014]. Clark Hall and Bosworth-Toller record _windan_ as the verb headword [@ClarkHall1960; @BosworthToller1898, 101]. The selected input _\*wíndaną_ yields the regular infinitive _windan_ by ordinary heavy-syllable apocope and weak-tail reduction. English *wind* also names the noun. This row targets the class-III verb, not the noun [@Kroonen2013; @ClarkHall1960].	regular book-prose overlay		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=3248
wind — OE windan	regular	ClarkHall1960	[@Kroonen2013; @ClarkHall1960]	Kroonen distinguishes noun _\*winda-_ from verb _\*windan-_, and the present row belongs to the verb [@Kroonen2013]. Later handbook discussion keeps the dental original from PIE _\*wendh-_, not a Verner alternant [@Fulk2018; @RingeTaylor2014]. Clark Hall and Bosworth-Toller record _windan_ as the verb headword [@ClarkHall1960; @BosworthToller1898, 101]. The selected input _\*wíndaną_ yields the regular infinitive _windan_ by ordinary heavy-syllable apocope and weak-tail reduction. English *wind* also names the noun. This row targets the class-III verb, not the noun [@Kroonen2013; @ClarkHall1960].	regular book-prose overlay		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=3248
wold — OE weald	regular	Kroonen2013	[@Kroonen2013]	Kroonen reconstructs the noun as _\*walþu-_ and gives OE _weald_ beside other West Germanic _wald_ forms [@Kroonen2013]. The selected input _\*wálθuz_ is the nominative singular used for the derivation. Clark Hall makes _weald_ the main noun headword and cross-refers _wald_ and _wold_ to it [@ClarkHall1960]. _\*lþ_ voices to _ld_, Anglo-Frisian brightening yields _wæld-_, and breaking before the cluster gives _weald-_; apocope then yields _weald_.	regular book-prose overlay		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=3296
wold — OE weald	regular	ClarkHall1960	[@ClarkHall1960]	Kroonen reconstructs the noun as _\*walþu-_ and gives OE _weald_ beside other West Germanic _wald_ forms [@Kroonen2013]. The selected input _\*wálθuz_ is the nominative singular used for the derivation. Clark Hall makes _weald_ the main noun headword and cross-refers _wald_ and _wold_ to it [@ClarkHall1960]. _\*lþ_ voices to _ld_, Anglo-Frisian brightening yields _wæld-_, and breaking before the cluster gives _weald-_; apocope then yields _weald_.	regular book-prose overlay		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=3296
