entry	class_bucket	source_key	current_citation	surrounding_sentence	source_layer	candidate_locator	locator_basis	action	reason_if_left_broad	file_changed	status
follow — OE fylġan	G	Kroonen2013	[@Kroonen2013]	_\*fulgjan-_ [@Kroonen2013]. The comparative headword and the class-I formation	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
follow — OE fylġan	B	ClarkHall1960	[@ClarkHall1960]	_fylgian_ and _fyligan_ [@ClarkHall1960]. Bosworth-Toller likewise has separate	non-regular model entry	020	Exact OE headword sweep in local page-marked OCR found fylgen on p. 020.	leave broad	page found but claim not isolated	no	left_broad
follow — OE fylġan	G	BosworthToller1898	[@BosworthToller1898]	entries for _folgian_ and _fylgean_ [@BosworthToller1898].	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
follow — OE fylġan	A	BrightCassidyRingler1971	[@BrightCassidyRingler1971]	[@BrightCassidyRingler1971]. The relevant comparison form in this entry is	non-regular model entry	77; 364	Bright grammar note and glossary entry both verified in local page-marked OCR.	locator_added		yes	tightened
gall — OE ġealla	G	Kroonen2013	[@Kroonen2013]	_\*gállô_ [@Kroonen2013]. The selected input therefore differs from the broader	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
gall — OE ġealla	G	Campbell1959	[@Campbell1959]	_gealla_ with Anglian _galla_ [@Campbell1959]. The target of this entry is the	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
gall — OE ġealla	G	Campbell1959	[@Campbell1959]	_ġealla_ [@Campbell1959]. Once the weak masculine input is chosen, the noun	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
knight — OE cniht	G	Campbell1959	[@Campbell1959]	paradigm [@Campbell1959].	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
knight — OE cniht	G	Campbell1959	[@Campbell1959; @SieversBrunner1965]	[@Campbell1959; @SieversBrunner1965]. With that corrected input, the derivation	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
knight — OE cniht	G	SieversBrunner1965	[@Campbell1959; @SieversBrunner1965]	[@Campbell1959; @SieversBrunner1965]. With that corrected input, the derivation	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
lade — OE hladan	G	RingeTaylor2014	[@RingeTaylor2014; @Kroonen2013]	[@RingeTaylor2014; @Kroonen2013]. The two forms are related as members of one	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
lade — OE hladan	G	Kroonen2013	[@RingeTaylor2014; @Kroonen2013]	[@RingeTaylor2014; @Kroonen2013]. The two forms are related as members of one	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
lade — OE hladan	B	ClarkHall1960	[@BosworthToller1898, 559; @ClarkHall1960]	strong-verb paradigm material around it [@BosworthToller1898, 559; @ClarkHall1960].	non-regular model entry	030	Exact OE headword sweep in local page-marked OCR found hladan on p. 030.	leave broad	page found but claim not isolated	no	left_broad
lap — OE lappa	G	Orel2003	[@Orel2003; @Kroonen2013; @KlugeSeebold2011]	[@Orel2003; @Kroonen2013; @KlugeSeebold2011]. The selected input _\*láppô_	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
lap — OE lappa	G	Kroonen2013	[@Orel2003; @Kroonen2013; @KlugeSeebold2011]	[@Orel2003; @Kroonen2013; @KlugeSeebold2011]. The selected input _\*láppô_	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
lap — OE lappa	D	KlugeSeebold2011	[@Orel2003; @Kroonen2013; @KlugeSeebold2011]	[@Orel2003; @Kroonen2013; @KlugeSeebold2011]. The selected input _\*láppô_	non-regular model entry			leave broad	source quarantined	no	not_inspected
lap — OE lappa	G	Campbell1959	[@Campbell1959; @SieversBrunner1965]	[@Campbell1959; @SieversBrunner1965]. The dictionary tradition also preserves	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
lap — OE lappa	G	SieversBrunner1965	[@Campbell1959; @SieversBrunner1965]	[@Campbell1959; @SieversBrunner1965]. The dictionary tradition also preserves	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
lap — OE lappa	B	ClarkHall1960	[@ClarkHall1960; @BosworthToller1898, 613]	_læppa_ [@ClarkHall1960; @BosworthToller1898, 613].	non-regular model entry	197	Exact OE headword sweep in local page-marked OCR found lappa on p. 197.	leave broad	page found but claim not isolated	no	left_broad
lap — OE lappa	G	Campbell1959	[@Campbell1959; @SieversBrunner1965]	[@Campbell1959; @SieversBrunner1965]. With the weak masculine input chosen, the	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
lap — OE lappa	G	SieversBrunner1965	[@Campbell1959; @SieversBrunner1965]	[@Campbell1959; @SieversBrunner1965]. With the weak masculine input chosen, the	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
laugh — OE hliehhan	G	BosworthToller1898	[@BosworthToller1898; @ClarkHall1960; @BrightCassidyRingler1971]	[@BosworthToller1898; @ClarkHall1960; @BrightCassidyRingler1971]. The target of	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
laugh — OE hliehhan	B	ClarkHall1960	[@BosworthToller1898; @ClarkHall1960; @BrightCassidyRingler1971]	[@BosworthToller1898; @ClarkHall1960; @BrightCassidyRingler1971]. The target of	non-regular model entry	030	Exact OE headword sweep in local page-marked OCR found hliehhan on p. 030.	leave broad	page found but claim not isolated	no	left_broad
laugh — OE hliehhan	B	BrightCassidyRingler1971	[@BosworthToller1898; @ClarkHall1960; @BrightCassidyRingler1971]	[@BosworthToller1898; @ClarkHall1960; @BrightCassidyRingler1971]. The target of	non-regular model entry	021	Exact OE headword sweep in local page-marked OCR found hliehhan on p. 021.	leave broad	page found but claim not isolated	no	left_broad
laugh — OE hliehhan	G	Fulk2018	[@Fulk2018; @Campbell1959]	[@Fulk2018; @Campbell1959]. Ringe and Taylor discuss the broken vowel of the	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
laugh — OE hliehhan	G	Campbell1959	[@Fulk2018; @Campbell1959]	[@Fulk2018; @Campbell1959]. Ringe and Taylor discuss the broken vowel of the	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
laugh — OE hliehhan	G	RingeTaylor2014	[@RingeTaylor2014]	related noun _hleahtor_ [@RingeTaylor2014].	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
loam — OE lām	G	Orel2003	[@Orel2003; @Kroonen2013, 363]	[@Orel2003; @Kroonen2013, 363]. The selected input _\*láimą_ differs from the	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
loam — OE lām	G	BosworthToller1898	[@BosworthToller1898; @ClarkHall1960, 196]	clay, mud' [@BosworthToller1898; @ClarkHall1960, 196]. The target is an attested	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
lung — OE lungen	G	Kroonen2013	[@Kroonen2013]	Germanic cognates [@Kroonen2013]. The selected input _\*lúnganjō_ models that	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
lung — OE lungen	B	ClarkHall1960	[@ClarkHall1960]	[@ClarkHall1960].	non-regular model entry	017	Exact OE headword sweep in local page-marked OCR found lungen on p. 017.	leave broad	page found but claim not isolated	no	left_broad
navel — OE nafola	G	Kroonen2013	[@Kroonen2013; @RingeTaylor2014]	while Ringe and Taylor give the derivational pathway _\*nabulō_ > _\*næbula_ > _nafola_ [@Kroonen2013; @RingeTaylor2014]. The difference is one of stage and	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
navel — OE nafola	G	RingeTaylor2014	[@Kroonen2013; @RingeTaylor2014]	while Ringe and Taylor give the derivational pathway _\*nabulō_ > _\*næbula_ > _nafola_ [@Kroonen2013; @RingeTaylor2014]. The difference is one of stage and	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
navel — OE nafola	G	RingeTaylor2014	[@RingeTaylor2014; @Campbell1959]	[@RingeTaylor2014; @Campbell1959]. The target of this entry is the nominative	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
navel — OE nafola	G	Campbell1959	[@RingeTaylor2014; @Campbell1959]	[@RingeTaylor2014; @Campbell1959]. The target of this entry is the nominative	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
navel — OE nafola	G	RingeTaylor2014	[@RingeTaylor2014]	[@RingeTaylor2014]. Intervocalic _b_ then surfaces as _f_, and final weak-tail	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
neck — OE hnecca	G	Kroonen2011	[@Kroonen2011]	[@Kroonen2011]. Kluge-Seebold likewise identifies _ae. hnecca_ as an ablaut	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
neck — OE hnecca	D	KlugeSeebold2011	[@KlugeSeebold2011]	partner of the a-grade _Nacken_ family [@KlugeSeebold2011].	non-regular model entry			leave broad	source quarantined	no	not_inspected
neck — OE hnecca	G	Orel2003	[@Orel2003]	Orel also gives an a-grade headword line [@Orel2003]. The selected input	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
neck — OE hnecca	B	ClarkHall1960	[@ClarkHall1960; @BosworthToller1898, 567]	[@ClarkHall1960; @BosworthToller1898, 567]. The target is therefore an attested	non-regular model entry	177	Exact OE headword sweep in local page-marked OCR found hnecca on p. 177.	leave broad	page found but claim not isolated	no	left_broad
needle — OE nǣdl	G	RingeTaylor2014	[@RingeTaylor2014; @Ringe2006]	cites the pair _\*nēþlō-_ ~ _\*nēdlō-_ [@RingeTaylor2014; @Ringe2006]. The selected	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
needle — OE nǣdl	G	Ringe2006	[@RingeTaylor2014; @Ringe2006]	cites the pair _\*nēþlō-_ ~ _\*nēdlō-_ [@RingeTaylor2014; @Ringe2006]. The selected	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
needle — OE nǣdl	G	Kroonen2013	[@Kroonen2013; @Orel2003]	[@Kroonen2013; @Orel2003]. The development discussed here follows the	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
needle — OE nǣdl	G	Orel2003	[@Kroonen2013; @Orel2003]	[@Kroonen2013; @Orel2003]. The development discussed here follows the	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
needle — OE nǣdl	B	ClarkHall1960	[@ClarkHall1960]	Old English has the attested citation form _nǣdl_ [@ClarkHall1960]. Campbell	non-regular model entry	158	Exact OE headword sweep in local page-marked OCR found nædl on p. 158.	leave broad	page found but claim not isolated	no	left_broad
needle — OE nǣdl	G	Campbell1959	[@Campbell1959; @Hogg1992]	[@Campbell1959; @Hogg1992].	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
needle — OE nǣdl	G	Hogg1992	[@Campbell1959; @Hogg1992]	[@Campbell1959; @Hogg1992].	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
needle — OE nǣdl	G	RingeTaylor2014	[@RingeTaylor2014; @Campbell1959]	_\*nǣdlu_, and finally _\*nǣdl_, hence _nǣdl_ [@RingeTaylor2014; @Campbell1959].	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
needle — OE nǣdl	G	Campbell1959	[@RingeTaylor2014; @Campbell1959]	_\*nǣdlu_, and finally _\*nǣdl_, hence _nǣdl_ [@RingeTaylor2014; @Campbell1959].	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
nose — OE nosu	G	Kroonen2013	[@Kroonen2013]	remodeling of the older paradigm [@Kroonen2013]. Campbell is more specific for	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
nose — OE nosu	G	Campbell1959	[@Campbell1959]	Old English, citing _nosu_ < _\*nusō_ [@Campbell1959].	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
nose — OE nosu	G	Orel2003	[@Orel2003]	lines should not be collapsed without comment [@Orel2003].	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
nose — OE nosu	G	RingeTaylor2014	[@RingeTaylor2014]	surviving early Old English feminine u-stems [@RingeTaylor2014]. Clark Hall	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
nose — OE nosu	B	ClarkHall1960	[@ClarkHall1960]	_nasu_ to _nosu_ [@ClarkHall1960].	non-regular model entry	226	Exact OE headword sweep in local page-marked OCR found nosu on p. 226.	leave broad	page found but claim not isolated	no	left_broad
sap — OE sæp	G	Kroonen2013	[@Kroonen2013]	n-stem _\*safō_, gen. _\*sappaz_ [@Kroonen2013]. Orel preserves the comparative	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
sap — OE sæp	G	Orel2003	[@Orel2003]	notation _\*sapōn_ ~ _\*sapan_ [@Orel2003], while Kluge-Seebold instead gives West	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
sap — OE sæp	D	KlugeSeebold2011	[@KlugeSeebold2011]	Germanic _\*sapi-_ and still cites Old English _sæp_ n. [@KlugeSeebold2011].	non-regular model entry			leave broad	source quarantined	no	not_inspected
sap — OE sæp	B	ClarkHall1960	[@ClarkHall1960]	Clark Hall records _sæp_ (e) n. [@ClarkHall1960], and Kluge-Seebold likewise	non-regular model entry	262	Exact OE headword sweep in local page-marked OCR found sæp on p. 262.	leave broad	page found but claim not isolated	no	left_broad
sap — OE sæp	D	KlugeSeebold2011	[@KlugeSeebold2011]	cites ae. _sæp_ n. [@KlugeSeebold2011]. The target is therefore an attested	non-regular model entry			leave broad	source quarantined	no	not_inspected
sap — OE sæp	G	Orel2003	[@Orel2003]	[@Orel2003].	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
sea — OE sǣ	G	Kroonen2013	[@Kroonen2013]	reflex is cited as OE _sæ_ [@Kroonen2013]. Ringe and Taylor write the fuller	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
